Product Name,Model,Category,Image(s),Specs,Price (INR),Discount Info,Slide No,Brand,Stock Status,Keywords,Usage Description,cloudinary_url
Air Champhring Tool,DB-CT-7211,Champhiring Tool,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/hLjIjK3KUaOeDdowSP7RMQ/BbTB1v_7AZfXjc34SQaB9s8EKtISsHLN3Dju7mCjHbbxyClmsYU4xFGScRoCR2EUhLX4x9Z8pKN-qOkYlE5z9_2WcwcvyymzkoYXc5ShGzHNe4wMSaBSqqbxQukk1Gq7aw_AsJSM-ySg9eeiwROGV-w7VcAi6HyBddFtB_op5Ok/FbebN1blv6sQwYXFQBTr7YyTPAOo97iQ8rO_Pfu8LxY),"Champer: C0.1-2 R1.5, RPM: 28000, Avg. Air Consumption: 0.28m³/min, Using pneumatic Press: 5-6kgf/m2",INR 4000.00,25% off,180,Drebon,,"new product, air champhring tool, chamfer, pneumatic",Used for champhring with pneumatic press.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342278/eoyb019uagjm3f1jh6j7.png
Air Engraving Pen,DB-E-08,Engraver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/ngjPNUZIe7H1V-lvsiaDmA/GY-dOX2oq2f9U5wUCUyDtsanGeqpPewFjNg82GlYkE1Dtshd3vnTGLPgsfNKK1XP6RbkutfzYQUgFgwT398L53_MKPCIMEXHlMC7LGlrvX1UZzYFJkY545O4RkOJFB0hTbgKkhqfby4AILoAKS8IYLx52SeGAn1vR9HwBi1TUBs/EA4LXcOWR6xDu5TrcgBJMirATtH_vnB7P33BB53dhw8),"BPM: 34,000, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 1/4",INR 9610.00,25% off,180,Drebon,,"Air Engraving Pen, Engraver, Engraving Tool",Used for engraving various materials with air power.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342279/pw9dwqcdl6qvrzztptpb.png
Air Knife,DB-AK-14,Knife,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/D2kH9f7EXTMsONaNfrZmUw/yXobzEBkiuEE-UpRo12zXvjYsXPA3ld6UcCD1TfmS2Jgbo16REksnRJbh0xPMyUb__OkPPqzPQwYFJtCWEAt0FUwlxhXQ8N_s67V1RnWnqkyG0UjZYidQO0YNyu4LDHaX-9-QYdp9SgkCxvpPmvbNWPAsag4nM-P7wGOlR_MVMc/02zHudb8wfcawdY2BmWXV3W7m6uAsbkpNQWOl_mYUOE),"Cutting Distance:3mm, Cutting Oscillations (RPM):20000, Air Inlet (Pt/Npt):1/4, Air Hose (ID):1/4, Avg. Air Consumption:6Cfm / 170L/min, Net Weight:1.30Kgs / 2.86Lbs",INR 10475.00,25% off,180,Drebon,,"Air Knife, cutting tool, pneumatic knife, industrial knife",An air-powered tool designed for precise cutting applications.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342280/kehwlpb4os0kgfjjt7jm.png
Air Body Saw,DB-B-11,Saw,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/JgfV1--J-UCq-V8aqb0q0A/Lj9Gv8BWu3-KNKlf_H3twK7iLmzoOtK7dfRF3UkvIv4jYXszM-52uTB21rjY8SXtkubv7pFDcAYn1RYpWSQ31MnVObsyrehRQ85wsAnTD_Ua78CdIaOX01Mqj86tLIURSEzZh3oSQDCO89FniA68uTfZEyN3gKNgxHzfyi2t_C0/W1gOid6Nz0H-oEiQQf_BaLup_nBJKOqEKpe-10G1f9I),"Cutting Capacity: 2mm Steel, 3mm Alluminium, Storke Length Per Minutes: 9.5mm, BPM: 10000, Air Inlet (Pt/Npt) / Air Hose (ID): 1/4 / 1/4, Avg. Air Consumption: 6Cfm / 170L/min, Net Weight: 0.80Kgs / 1.76Lbs",INR 5400.00,25% off,180,Drebon,,"Air Saw, Body Saw, Pneumatic Saw, Metal Cutting Saw, Aluminium Cutting Saw",Used for cutting various materials like steel and aluminum with pneumatic power.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342280/egvsp9dn9xnpr3oregsk.png
Air Metal Shear,DB-B-20,Shear,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/IakPw32yp_m7715viyNqLA/PsXsxbdSP7uzjODzrw0o7ozjxm5BX4gRiPnKpDdF4-GjNNW_Kz5r_cV0vcdBNFpjbdRVKR8cx9HMx-9aruL-B4uIM1go8tlOn25B0Lq--ideviWPTZs6UC3H5jNPl9HEMsYs_jzInqtQSHtc2fGW0j9famwg_7zdy5kbwUjfK4g/MxWyyR82YzzUhVAj5AuclJ9GAszaA_PYNz_AIesTk_o),"Cutting Capacity: 1.2mm Steel, 1.4mm Aluminium, Storke Length Per Minutes: 5.5mm, BPM: 2,500, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 1/4, Avg. Air Consumption: 6Cfm / 170L/min, Net Weight: 1.10Kgs / 2.32Lbs",INR 5970.00,25% off,180,Drebon,,"Air Metal Shear, Metal Shear, Pneumatic Shear, Shear",Used for cutting various types of metal sheets.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342281/gy4pp23ucomo2dyeyrl2.png
2 Air Angle Sander (0.3HP),DB-AG-392,Sander,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/lgYlB_5B7bf4cV0U8JoI-Q/jWiYuhm3Gdio7_fPJYNrbO5pQrET09hbAw21LFyCcjM-dWc5diegyOyt3Y8WuxeDR_Ui1PG9S61U3IQmwyQ4wskkPrdmwXebblk8Jtm1jLB2LCjRlqURHfC7x5tTlS40SSrM2tWl937zT6fdMDPfbFbJXbnMLY1zsLEc11jcPe8/bDIrrB8nnUWgZE55WQ5oRHjfjyp-a7vXz4SfWKjTQLU),"Wheel Size: 2, Free Speed (RPM): 15,000, Horse Power: 0.23KW / 0.30HP, Overall Length: 6.1/2 / 165mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 1/4, Avg. Air Consumption: 6Cfm / 170L/min, Net Weight: 0.90Kgs / 1.98Lbs",INR 6465.00,25% off,180,Drebon,,"Air Angle Sander, Sander, Pneumatic Sander, Finishing Tool",Used for sanding and finishing applications in confined areas.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342283/ddooxjyale5peyjwh27i.png
Professional Air Spot Drill,DB-B-54H,Drill,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/g4Y8JjTjC7DP49Q7Yxt1qA/stLOgJPIg-o8bD-eymt4e7aBCG4SJ6cQgVllRUsx6jgruyGC2G8SSUcfi7DQ50zJvBAorPrJQZLMQMMSuEdy0HGb80toZ_PBCnIYSibD5kNXFAz_cclypeTli1zFfdn4lwyCD4y0VJ_ZVzWtmZ0VkuAkkP9VNBvcaRIbFRDnPkg/JJe1vVAmrcJ-nP2UpPHbyuf1_Ru1GV0gQplAt8SlByQ),"Drill Bit: 8mm, Drill Bit Optional: 6.5mm, Free Speed (RPM): 1,600, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 1/4",INR 19890.00,25% off,180,Drebon,,"Air Spot Drill, Professional, Drill",A professional air tool used for spot drilling applications.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342283/pwpfa67vwgu09i8k47od.png
4 Industrial Roll Type Air Angle Grinder,DB-AG-1004G(IND),Grinder,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/0Pi_4D_Ym4VD7kRWNoFEOQ/sCg4gQM1yQgqJpqhsZQFW-hUz62ptPE_Blj5wdwSkQFRnZ_a57lEVoxNTOmf4XX_vG4t_EOBcFXn9czIjiSplDdc_nH74B9fw4W9KO2NQB0aQCklKuLAs71DIHIPG4p36HyvDj8L7OupIHb7GeGi9oFlIbkgU31cepm8naryy8c/LgGrgXNm0J5hSQLnsWNvCanKhYulPbKlLxq6Knkzw3w),"Wheel Size: 4, Free Speed (RPM): 13,500, Overall Length: 210mm, Air Inlet (Pt/Npt): 3/8, Air Hose (ID): 3/8, Avg. Air Consumption: 6Cfm / 170L/min, Net Weight: 1.80Kgs / 3.96Lbs",INR 19150.00,25% off,190,Drebon,,"Air Angle Grinder, Industrial Grinder, Roll Type Grinder","Used for grinding, cutting, and polishing various materials using compressed air.",https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342284/g1wjwqnlbtkljnppnutw.png
2 Air Angle Grinder Fuji Type,DB-AG-023,Grinder,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/BCrlk_YQiwUTh9HiaHaVGQ/wuBOWhkbQOg2ad_FmgSPYvgfb0WGM64AP4KGSdMH7pfLj4jlCtbhRQraTX_fSicCb5OIKPCe7vRsyLJxpmP64LBlPfMui58ZaoZYkgtYo3g6-4OFlOkoPWkzeKVqpjNOom-5xOBvZN6sCuukumk3ALh2Hs7bu-KL2Qw9DN4vF-Q/xTif05GFy9YmLBqyz8efWPgF7PgeIyEYPVA-hIIJPnc),"Wheel Size: 2 / 50mm, Free Speed (RPM): 15,000, Avg. Air Consumption: 0.59m³/min, Using pneumatic Press: 6kgf/m2",INR 5995.00,25% off,190,Drebon,,"Air Angle Grinder, Fuji Type, Pneumatic Grinder, Angle Grinder",This pneumatic angle grinder is designed for various grinding applications.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342285/xb8lbujpfmts30zs7kxo.png
5 / 6 Composite Professional Centre Vaccum Type Random Orbital Sander,DB-S-63,Sander,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/lR08bjshgcsp7UJipqI73Q/AQgSFm-z-t1xu2IE3IHTiun0EwsCNteO5RL84dD97Ws__9QfH7GRyjUvZ-7L58MbDtdio96qJBMjmxZ6Z5U-refI4xsEFUh2PW2SpK57PYD0qh2vHhDNPtEbJilyy7mpBc3wZlAa4MqHyvcFOFFAVFOPV3PEzKMnYU0m-A8OJ4U/UN-TbbZffyllocqeBP6TK73X__mRXis0CbXUMNMFIjM),"Orbital Diameter: 3/16 / 5mm, Free Speed (RPM): 10,000, Spindle Thread: 5/16-24, Overall Length: 6 / 155mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 3/8, Avg. Air Consumption: 6Cfm / 170L/min, Net Weight: 0.85Kgs / 2.0Lbs",INR 8805.00,25% off,190,Drebon,,"orbital sander, random orbital sander, vacuum sander, composite sander, professional sander",Used for sanding and finishing various surfaces with an orbital motion.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342286/bvcihvea2q9cobshvlfz.png
4 Heavy Duty Roll Type Air Angle Grinder,DB-AG-36G,Grinder,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/8F4e4k1l3ivFR1Po0SFosQ/DKbplKncuc8VV7gKLHDzQvJeXj3lG63svyDgkleazgKJvccj_Hu8r8PQT6CSPL8pLSCvsjdlJk-DTl8VmAq_87QX-saAF5Uyveu7lJVAknpamMGiBjRBHWOxs1QG-iNUY8X2Ln4-FzzGqVQUkbXxXNETBRp8Xr3GsqswCmmh5dw/jO1RkWtu0nznxaOxRKb0izvA0OgkVN-DXTQhJuFTdpY),"Wheel Size: 4, Free Speed (RPM): 11,000, Overall Length: 9 / 230mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 1/4, Avg. Air Consumption: 6Cfm / 170L/min, Net Weight: 1.80Kgs / 4.00Lbs",INR 8090.00,25% off,190,Drebon,,"Heavy Duty, Roll Type, Air Angle Grinder",A heavy-duty air angle grinder suitable for various grinding tasks.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342287/oz7v11nw8mpsb1n0dtly.png
5 / 6 Composite Air Random 0.24hp Composite 5.0mm Orbital Sander,DB-S-61,Sander,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/-sCRtIwTUjiRJFuCQochDw/wfDY9wO8vqxrdIFvv5crL73AhzK1i4S1gyzy7hALr119rm0jVPpRamTR1EnAGelBrK0YvE4GloWvvg-blR4nmfcGyA9Gc-FWFk9JbdJuA0Cs0mVeCMl6USe4Ugvg12RRHfI5iCSajRp8ok9NQv7_gh2_tIk98Pfy5jzO-EL8zvA/yL8DBnrti-E2iTW-YC2AHS3F7_24XwJsDRuniebhrF8),"Orbital Diameter: 3/16 / 5mm, Air Flow: 16SCFM (453LPM), Power: 0.24HP, Sound Level: 81 dBA, Free Speed (RPM): 10,000, Spindle Thread: 5/16-24, Overall Length: 5 / 127mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 3/8, Avg. Air Consumption: 6Cfm / 170L/min, Net Weight: 0.70Kgs / 1.8Lbs",INR 9400.00,25% off,190,Drebon,,"Composite Air Random Sander, Orbital Sander, Air Sander, DB-S-61",This orbital sander is used for efficient material removal and smooth finishing on various surfaces.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342288/xqfwopqsn5xbsfignifi.png
4 General Duty Air Angle Grinder,DB-AG-7336,Grinder,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/fViUrQQlDQeUtQ51WsLIMg/LzFlG_kOGtBriq2kscd4fKg_NBHZrAcHo2JtxGQOx5vyN_DXmQ4dt1rWvyf1KvXONNjkKWchHFRn0pdFXa6JVJMxdRlMJXCfeaJEP523djGfqr4M1oyTGlQynPH5GCEZoyjNRo_J9s9EfOYC42VoAhLdycSK0tSdTg0rNZb2eL8/5SHwKvVWMULHzz2ohYIWv3Xc6mTkF27yw5wdwPN1KB0),"Wheel Size: 4, Free Speed (RPM): 10000, Overall Length: 8.1/4 / 210mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 1/4, Avg. Air Consumption: 5Cfm / 141L/min, Net Weight: 1.40Kgs / 3.08Lbs",INR 4900.00,25% off,190,Drebon,,"Air Angle Grinder, General Duty Grinder, Pneumatic Grinder","Used for grinding, cutting, and polishing various materials with compressed air.",https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342289/vil0tvhhr0rajcwlkoru.png
5 / 6 Air Long Handle Random Orbital Sander NON VACCUM,DB-S-58(SA),Sander,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/O0y16Yr4FdYVHxTqgZi7lg/4r-ENXm7T4rVUPk28gWzGFmFCwi2NmvH2LJqYe1dpQGka9eyHZKxF4wiDjAowJlVDJapQMY944yYvxJ8Cl0EVycDZohCv_cyAWXLIx3TthUjQWasDAypCCQE7HIoP9_eWzS4SskRIHi-B-LACml3DAsrkubCJkxml4u5iyFNbw8/WbVt8IGK1N1Ieau4zQpn3mWXzUT5JbaFF7qZs_qGobw),"Orbital Diameter: 3/16 / 5mm, Free Speed (RPM): 10,000, Spindle Thread: 5/16-24, Overall Length: 10 / 260mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 3/8, Avg. Air Consumption: 6Cfm / 170L/min, Net Weight: 1.00Kgs / 2.20Lbs",INR 12000.00,25% off,190,Drebon,,"Air Sander, Orbital Sander, Long Handle, Random Orbital, Non Vacuum, New Product",An air-powered random orbital sander with a long handle designed for various sanding tasks without vacuum functionality.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342290/wn3sfvtttsyqc5glmtsn.png
4 Proffesional Roll Type Air Angle Grinder,DB-AG-04G,Grinder,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/5Rdc-AlHeVaAC6Jv6q7weA/HxEs_zWK0tj3H7yOnRcYRpUKj1aamP4FJkosvOsq-zKKIZfbN_yC496Z78UGImz8w1bGiuMult6X8NTDklS_VT1vRLgS7HPvPIFPo_4Hd9UOn-jpPo6nI1z_J2hGZ0J4x4b2VhFWAGabY3SbjKRIDkGe8QY1A6_0VUWNKpiDpaY/nlTOy-cao7Sk0VPuUKgK0O3rwR59o0lAn4BO4pOPpBs),"Wheel Size: 4, Free Speed (RPM): 12,000, Overall Length: 228mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 3/8, Avg. Air Consumption: 5Cfm / 141L/min, Net Weight: 1.60Kgs / 3.52Lbs",INR 12000.00,25% off,190,Drebon,,"Air Angle Grinder, Grinder, Roll Type, Professional",Professional roll type air angle grinder for various grinding applications.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342291/w2pxcdadrvptnlyr2ti4.png
5 Heavy Duty Lever Throttle Air Angle Grinder,DB-AG-45G,Grinder,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/wjud92FUGF5VzfOMKkTqew/dgruJz0QCHUpVuIQnVsbIxPjU4MAAQ1Xuq1m8YdiRnJhm59KxgYlYEviJo7hJ0X3TNzx_P8zH00Mr1d8TMhJW4bBV60Fgc24XcmRSfIPifvjzMypL4cUlFIkLAxb1LlY8Kmb6FQobqADTepiCLKKkdXgwSuRIFGiF1aYLnfLrG0/Wp8-xDXOklaIaYfrMViQ-f-13u7UaE5GKEM28SfDDVg),"Wheel Size: 5, Free Speed (RPM): 11,000, Overall Length: 9 / 230mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 3/8, Avg. Air Consumption: 6Cfm / 170L/min, Net Weight: 1.80Kgs / 4.00Lbs",INR 21250.00,25% off,190,Drebon,,"5 inch, Heavy Duty, Lever Throttle, Air Angle Grinder, Grinding",This heavy-duty air angle grinder features a 5-inch wheel and lever throttle for efficient grinding.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342292/anfci8ym9xuilxixr73r.png
5/6 Air Random Orbital Sander,DB-S-550-5,Sander,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/DvBSqo1ZYfclckTSihL0Ew/13-JJHqP9aOp9hIbjx7bXOjT28SwyFA0YICpW5ACTC83n-qizUwjMvmNVaXIHm-ryW5aZez2k2uUnaS4cJyPETT6TT6Om7B-eA_zJdUVVLYDlRny5w_CX00gB9KSbP_uZZHXY1lwMCkqLdi1f57FwAW0GQNQtNZd4swzl33_Bz8/Fb47bg90MXoLB8PKWsEbmC8ZBVej8M4tyunxjT4ScEk),"Chassis Diameter: 125mm, Free Speed (RPM): 12,000, Avg. Air Consumption: 0.45m³/min, Using pneumatic Press: 6kgf/m2",INR 5300.00,25% off,190,Drebon,,"Air Sander, Random Orbital Sander, Pneumatic Sander, NEW PRODUCT",An air-powered random orbital sander used for various sanding applications.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342293/psnfs6fzgtsxe8lyrxjo.png
7 Vertical Sander / Polisher,DB-S-70,Sander,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/wr-i5NKV1YhzupNagJulrA/ybvspX-ZOnTNTFoM5sUBZwcvHKBzIoO0vuHhkMxFn14k8DgDqhHValuw9_Mw7imQyGWlZPOIZB3A4W8_sUZDOvOwol57bR2O2WSbZciGO0Qy3VlZXjXv6t6i_Wsf3QNQG6NrkrakmjSwh22cPJ459SqN93INDh6PqX0C_VSKXi8/2qPaKOxYmrPLqXunz0GzxpdnV14DCtnkPVBbqgPFHs8),"Sanding Pad: 7, Free Speed (RPM): 2,000, Spindle Thread: 5/8-11UNC, Overall Length: 7.1/2 / 190mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 3/8, Avg. Air Consumption: 10Cfm / 283L/min, Net Weight: 2.60Kgs / 5.70Lbs",INR 9510.00,25% off,200,Drebon,,"Vertical Sander, Polisher, Sander, DB-S-70",This tool is used for sanding and polishing tasks.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342293/f0d0b5smuqem4xfimtd8.png
5 / 6 Professional Dual Action Self Vacuuming Sander With Dust Hose & Bag With 6 Hole Velcro Pad,DB-S-45,Sander,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/CwdQvsSYQyx9S4Vw7PIJnQ/UAlXKH85lE1QiMREN73djyxlOnC7EpM26WUybXb0ZMDQ5dXqDjnN6lkAGbETnSZGVPKXIa_Jdg9ZmaaiaS9TshSLmz9Hrr0Com0kiuNb9xqnLx7BUwGLZOiB5f1dQF_t5qoILb9lkZ1lRXEd7ycsEXB0Feg_FzzqOI0LbXLk9NA/q-EXkMlVwk1pGDYYsTixrb0qb-E0q60uajh7b0RY_pM),"Orbital Diameter: 3/16 / 5mm, Free Speed (RPM): 9,500, Spindle Thread: 5/16-24, Overall Length: 6 / 155mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 3/8, Avg. Air Consumption: 6Cfm / 170L/min, Net Weight: 1.10Kgs / 2.4Lbs",INR 10140.00,25% off,200,Drebon,,"Sander, Dual Action, Self Vacuuming, Dust Hose, Velcro Pad",Professional dual action self vacuuming sander with dust hose and bag with 6 hole velcro pad.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342294/hrp4tu6nfznayimkkgvc.png
Professional Air Jitterbug Orbital Sander,DB-S-25,Sander,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/pOJHS28o60jZzpY620rINg/XOHhPainjLqEZ8sa1VpW_lolEVp3dhJgXxJELP9Zz_JaexCecLFVgistO_xwcKbIy6UcLAxIkM-Scqx5LBDSQ2oWS-o4QweNPI2od2mfi5K1XMmpO7B1Rs0dGoTr1gl3FdohCLM0bjQ7oWWXljaEAjIYKJ-T9LyMGRVLh2wXOUo/I4rvt1IUPYgjT8BqLUzGFGQEn9GrQzx9Qe-cFR_TFz4),"Orbital Diameter: 3/16 / 5mm, Free Speed (RPM): 7,000, Sanding Pad: 7*3.7/10 - 176*93mm, Overall Length: 8.3/10 / 210mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 3/8, Avg. Air Consumption: 6Cfm / 170L/min, Net Weight: 1.80Kgs / 4.0Lbs",INR 10505.00,25% off,200,Drebon,,"Air Jitterbug, Orbital Sander, Sander, Pneumatic Sander",Used for professional sanding applications with air power.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342295/puvlerg2gl9oaysrbd9t.png
5 / 6 Air Random Orbital Sander,DB-S-556V,Sander,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/aC5urH4jv2-X7MtwBPoueQ/Ko_9E0JS7-dLqLPWrkKqAwEd6EaKSGvdhpmOA_EQBFUd3Ds7cEteLiZcWYs7g-K4sI-zG2ncv0lWASap_j3bvb0SkOyDMjTDb7v9LY9TY5gYdzc3Vk_HWtVNuT0sXR3e3wt3yRMZAyW1vrGoiqnC5TBZXad50Zy-40PIEcYFtp8/XuK2uhoqHTR852DatJNL4TpPWpP0i4VT6IhdkYK3ciM),"Orbital Diameter: 3/16 / 5mm, Free Speed (RPM): 9,500, Spindle Thread: 5/16-24, Overall Length: 6 / 155mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 3/8, Avg. Air Consumption: 6Cfm / 170L/min, Net Weight: 1.10Kgs / 2.4Lbs",INR 5730.00,25% off,200,Drebon,,"Air Random Orbital Sander, Orbital Sander, Sander, Pneumatic Sander",Used for sanding and finishing various surfaces.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342296/ibgf4vhkhjflcd8thbbw.png
Composite 0.7HP Industrial Air Angle Polisher With 7 inch Pad,DB-SM-825,Polisher,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/63qj0XamWaJwvo59_hCZ6A/q0oQ8IGG9xbWP6i18wnmLNKFhrvinY-NW363iDlm79efHe1aomMI0C7V5omC8MvwpPvYlJwa2B8YZjUblbyRSnfhc3tj_ImZcptghCvg0YZaiEcSSf1D6QLyzHl5HcLBM9dVpSnifwoBeSGbTwfo49VL1jFP0HEPuXZortV5ntA/ofrfwLfko-dACFs5uuLACZacWi16WpdAmuDVoah2qGA),"Wheel Size: 7 inch, Free Speed (RPM): 2,500, Air Inlet (Pt/Npt): 3/8 inch, Air Hose (ID): 1/2 inch, Avg. Air Consumption: 3Cfm / 85L/min, Net Weight: 2.00Kgs / 4.410Lbs",INR 14250.00,25% off,200,Drebon,,"Composite, Industrial, Air Angle Polisher, 7 inch Pad, 0.7HP","An industrial air angle polisher with a 7-inch pad, powered by a 0.7HP composite motor for various polishing applications.",https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342297/lt0djgyc6xvkwqmvcdfq.png
7 Vertical Sander / Polisher,DB-S-70S,Sander,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/qsnzvCzZL2XyWmQD_m5csQ/Ga2ZRuHx1SR8EfyMbNNlXG_NBCAlAs7tjEJHiuyY9cA4aOb0n8GQxRHAVi-zNIDhgHUBk_6S5oAggaW1uB2iXS9agSzjbmOqSMQOdH42ZjD0RsPTNHq4qWZIihk3mY7KVmLADa7e0feKqAOg1-X0t2manOZtdk_kxW-PrGCq_IM/ETTQFwQON-NOwVX9SUo9vBdwtQIoOYtntS_W3tslSMk),"Sanding Pad: 7, Free Speed (RPM): 4,000, Spindle Thread: 5/8-11UNC, Overall Length: 7.1/2 / 190mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 3/8, Avg. Air Consumption: 10Cfm / 283L/min, Net Weight: 2.60Kgs / 5.70Lbs",INR 10280.00,25% off,200,Drebon,,"Vertical Sander, Polisher, Air Sander, Pneumatic Sander",Used for vertical sanding and polishing tasks.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342298/yamyljie1epz9wvvnx3z.png
7 Heavy Duty Air Angle Sander / Polisher,DB-S-74,Sander,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/W3j0IiIwy9KmPajnNBUdlA/cxY0AMaV1S0W13fm1ErxSK5Y_IxUM45IcuYy7QL-OgOaRk6dcsNraLXc9w2DWJ6v9L-HAVLzvIgDemBQtmI--bkbiDCa9kOE-dA6dRberRaZH3Q9d4oNcDu7nd3cwCDW7DzKHzRqrt3Zux2RTzWaZ8akQiUcNJ0RUmK4XCtqeII/LgdrBqkmObi4j8U3S-5n1C8Er93-QjwU09xxGj7bnSo),"Sanding Pad: 7, Free Speed (RPM): 2,500, Spindle Thread: 5/8-11UNC, Overall Length: 16 / 406mm, Air Inlet (Pt/Npt): 1/4, Air Hose (ID): 1/2, Avg. Air Consumption: 12Cfm / 340L/min, Net Weight: 2.00Kgs / 5.30Lbs",INR 8030.00,25% off,200,Drebon,,"Heavy Duty, Air Angle, Polisher",A heavy-duty air angle tool designed for sanding and polishing tasks.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342298/pcgbkjrlzz0lkazm3tk3.png
7 Industrial Roll Type Air Angle Grinder,DB-AG-7G,Grinder,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/eq6XTfWHtJlAXqeo4WbiQw/nsoXwjFmmabymu0V2HNEalBinniJgwHI8rrAguyR_VwXbCYDmQtlAWmOvnzcsQSkaDiLflT9GO0Ag4WgjBKnlTZlvQP1T3sqbEmY7sqlLleVN-KkAeA4ct8vt4mY2AiNnicymBmgGiwdkQENTQeku1C6f5EGc86pi0iuMxpDos0/1PZRjK8Y8oek6ArTWedpKta2Gl9k_jCXjnCZe3N_uNs),"Wheel Size: 7, Free Speed (RPM): 7,000, Overall Length: 252mm, Air Inlet (Pt/Npt): 3/8, Air Hose (ID): 1/2, Avg. Air Consumption: 10Cfm / 283L/min, Net Weight: 2.60Kgs / 5.70Lbs",INR 23950.00,25% off,200,Drebon,,"Air Angle Grinder, Industrial Grinder, Roll Type Grinder, Angle Grinder","Used for grinding, cutting, and polishing various materials.",https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342299/cmj8ov6isv9vqe0ed5yd.png
